"","x"
"115.1",10849246977.0208
"115.15",10921693974.5558
"115.2",10927636339.6112
"115.25",11065848250.0574
"115.3",9742971427.0075
"115.35",10013591588.0402
"115.4",10329355847.2376
"115.45",9015715885.25317
"115.5",8428793097.83055
"115.55",7127685237.62525
"115.6",7453980349.66127
"115.65",7591757157.30389
"115.7",7664663609.40558
"115.75",7092732781.61687
"115.8",6547142604.50275
"115.85",1163997684.19814
"115.9",378795176.578744
"115.95",263779215.909727
"116",222909322.986395
"116.05",208656066.670738
"116.1",187228205.162574
"116.15",174288191.729262
"116.2",164068566.005106
"116.25",149359802.800635
"116.3",146473367.900351
"116.35",138159600.632695
"116.4",130023813.640704
"116.45",123036394.109468
"116.5",118695819.653366
"116.55",112699539.846427
"116.6",110824876.230863
"116.65",107180362.053136
"116.7",103393864.957377
"116.75",104402657.834118
"116.8",105489155.879008
"116.85",105554804.610411
"116.9",105807153.925207
"116.95",102127612.573035
"117",96718481.163551
"117.05",96306198.1882577
"117.1",90142902.0919729
"117.15",86860009.6382834
"117.2",81949325.0090398
"117.25",81393706.6257452
"117.3",80072973.5848183
"117.35",76325077.5297962
"117.4",74493658.2024875
"117.45",72524298.3308049
"117.5",71146389.9030131
"117.55",71241246.4104496
"117.6",70088036.9880054
"117.65",69009192.7553882
"117.7",70696917.1067547
"117.75",70482081.3241051
"117.8",68490598.9449346
"117.85",67968686.0808411
"117.9",70074463.6814619
"117.95",68911195.7967358
"118",67844446.229644
"118.05",66232249.4476993
"118.1",65361478.3765935
"118.15",65760376.9755619
"118.2",64490355.510681
"118.25",64123162.6419916
"118.3",62533814.6945931
"118.35",62389882.0689854
"118.4",61333037.4091795
"118.45",62651210.1076741
"118.5",63730840.2871197
"118.55",63565181.3490304
"118.6",63250244.7036649
"118.65",65493927.9494085
"118.7",62773678.6191812
"118.75",62317208.5183827
"118.8",63565140.9803126
"118.85",67451907.2660349
"118.9",73810192.9728855
"118.95",71683634.9441592
"119",73235807.406667
"119.05",78092983.8276145
"119.1",70121442.0272947
"119.15",66814478.9236076
"119.2",65537696.9368723
"119.25",65560819.0270912
"119.3",71398062.2751356
"119.35",68746089.7624814
"119.4",67222825.5377083
"119.45",63315877.2415787
"119.5",59901407.2015232
"119.55",60096410.5789441
"119.6",58808653.0483663
"119.65",57526152.9736108
"119.7",55814958.1439858
"119.75",56157065.239022
"119.8",55228513.3823014
"119.85",55838173.8321456
"119.9",54154678.6224046
"119.95",52816590.765819
"120",52379556.5114213
"120.05",51495796.7311731
"120.1",50288307.4070184
"120.15",49178305.883439
"120.2",47337423.9370378
"120.25",48226137.7304526
"120.3",48606492.2114044
"120.35",49431401.7171586
"120.4",49701593.5615177
"120.45",51242256.506932
"120.5",50238841.338254
"120.55",52801260.7074033
"120.6",51761738.8946599
"120.65",50272632.8535933
"120.7",50852498.4542411
"120.75",53267239.953791
"120.8",51148375.6701447
"120.85",52134000.6287295
"120.9",55893275.4316862
"120.95",53175982.5165327
"121",52927484.6413755
"121.05",54377065.8237551
"121.1",53749612.8306045
"121.15",55158014.5720903
"121.2",53898870.3190725
"121.25",53435965.66724
"121.3",50467738.2859602
"121.35",49996179.1496366
"121.4",48069854.0458137
"121.45",45150180.5817679
"121.5",43069596.0481006
"121.55",42933749.1537736
"121.6",42375995.514847
"121.65",40994098.4049553
"121.7",38263425.4479275
"121.75",37054997.2369347
"121.8",37192786.755485
"121.85",34575345.55791
"121.9",34529100.5735778
"121.95",33679950.3780999
"122",34443809.7215112
"122.05",34304893.0358248
"122.1",35011367.2119436
"122.15",35004988.6551519
"122.2",35345269.3796941
"122.25",36666481.7406389
"122.3",35784935.3793841
"122.35",36500238.6473787
"122.4",36963257.2904206
"122.45",36654211.7297719
"122.5",35863257.5570294
"122.55",34595483.4657943
"122.6",35522317.1909755
"122.65",34722384.8218214
"122.7",34811931.8390644
"122.75",34544804.003527
"122.8",34222390.917627
"122.85",34546873.4315925
"122.9",35110564.0045801
"122.95",34715604.1831759
"123",34632302.4194739
"123.05",33957380.6653411
"123.1",33721119.4407964
"123.15",34125742.2467185
"123.2",33635921.5102187
"123.25",32534442.1752128
"123.3",32349222.7036942
"123.35",32945016.1102412
"123.4",32690143.9928108
"123.45",32600010.6237978
"123.5",32191129.0266683
"123.55",32047522.6047693
"123.6",31721287.6018268
"123.65",30795939.2801065
"123.7",30212157.0127712
"123.75",29643259.7937395
"123.8",29114920.318735
"123.85",28980280.348932
"123.9",28396502.9104141
"123.95",28351742.1928093
"124",29265554.1967492
"124.05",28643100.8968875
"124.1",29234987.7826148
"124.15",29102210.2074774
"124.2",28720908.0993828
"124.25",28953333.3640069
"124.3",28858958.3181886
"124.35",28507881.812503
"124.4",27799404.30458
"124.45",28248737.1918514
"124.5",28272135.0073086
"124.55",28169428.9289002
"124.6",28268945.5880924
"124.65",28487458.0618977
"124.7",28134960.2571635
"124.75",27746466.0556525
"124.8",27637094.8522693
"124.85",28389669.9110563
"124.9",27464985.6294932
"124.95",26689028.0646289
"125",27170266.5436344
"125.05",26422905.99142
"125.1",27305246.2709277
"125.15",27039937.1254693
"125.2",26691139.5738643
"125.25",26964912.0937419
"125.3",27274261.9224174
"125.35",26606006.050374
"125.4",26629004.6082361
"125.45",26216880.148059
"125.5",26114500.5030624
"125.55",25441880.4393995
"125.6",24789668.4829714
"125.65",25302177.4906404
"125.7",24737683.0438815
"125.75",24626887.1594047
"125.8",24484248.946552
"125.85",25087236.8926664
"125.9",24448162.2884553
"125.95",24739403.4509197
"126",24569706.1263099
"126.05",25126907.3963953
"126.1",24725503.4724735
"126.15",25078574.4022021
"126.2",24891630.7965147
"126.25",24489402.7916476
"126.3",24328404.0327756
"126.35",24573117.7214736
"126.4",24161230.4381625
"126.45",24154298.4789842
"126.5",24337059.6028035
"126.55",24358083.4137538
"126.6",23856234.9536433
"126.65",24431270.4304369
"126.7",24059903.9195627
"126.75",24106342.0382415
"126.8",24127813.8148478
"126.85",23918960.1000745
"126.9",23715736.9527075
"126.95",23690763.3189014
"127",23911441.4233482
"127.05",23499687.3953047
"127.1",23965657.519802
"127.15",24069474.9427672
"127.2",24025549.595037
"127.25",23976272.8557847
"127.3",23948741.6430595
"127.35",23991827.2208574
"127.4",23991532.9867844
"127.45",23906871.3395184
"127.5",23732371.0402547
"127.55",24351709.0538614
"127.6",23740581.0294777
"127.65",24283592.4771069
"127.7",23878933.7242015
"127.75",23849246.5024069
"127.8",23455195.286459
"127.85",23602643.5657496
"127.9",22881390.7562965
"127.95",22912254.9058293
"128",22927670.3975496
"128.05",22340724.7119253
"128.1",22929855.4600748
"128.15",22907315.989159
"128.2",22639644.6710759
"128.25",22809133.0222615
"128.3",22980030.5213754
"128.35",22849363.6513022
"128.4",22895309.0571776
"128.45",22382156.5210087
"128.5",22303487.3309051
"128.55",21903987.5514681
"128.6",22311374.2164135
"128.65",21898806.038251
"128.7",22607628.6402737
"128.75",22458659.7980675
"128.8",22633580.1650947
"128.85",22515496.1934087
"128.9",22387632.5504846
"128.95",21713615.8767089
"129",21675360.134968
"129.05",21012505.6602553
"129.1",20798429.6003397
"129.15",20398136.2150945
"129.2",20524620.0602977
"129.25",20971991.3113289
"129.3",21215844.6530177
"129.35",21516362.7056149
"129.4",21436153.6573866
"129.45",21840031.1562585
"129.5",21788780.712015
"129.55",22412691.2369141
"129.6",22003054.9409466
"129.65",21562013.4701029
"129.7",21356917.5292386
"129.75",21861993.2865399
"129.8",22135661.3354989
"129.85",21285432.157656
"129.9",21253302.4636737
"129.95",21454840.0633305
"130",21978484.7053696
"130.05",21562298.2623219
"130.1",21772301.5806693
"130.15",21231918.2240733
"130.2",21065926.5576917
"130.25",20967862.0178304
"130.3",21062422.7829838
"130.35",21290162.0569183
"130.4",20712600.7776501
"130.45",21195711.7663268
"130.5",21432978.1052748
"130.55",21102650.9533334
"130.6",21107910.1204746
"130.65",21258717.9870002
"130.7",21332870.0029122
"130.75",21738245.7331859
"130.8",21547059.1588707
"130.85",21471519.6494606
"130.9",21073894.2393555
"130.95",21447843.9679397
"131",22763941.4023173
"131.05",22546622.7329936
"131.1",22427639.596557
"131.15",22158124.8784049
"131.2",21671555.7024079
"131.25",23153466.6074776
"131.3",23877815.30128
"131.35",24387949.9745469
"131.4",23572474.8583945
"131.45",23000920.9869211
"131.5",23319158.5221643
"131.55",22762323.3631514
"131.6",22778801.7350267
"131.65",21269235.6958204
"131.7",21130473.2697771
"131.75",20679758.5670673
"131.8",20378456.2960362
"131.85",19431593.1447985
"131.9",20663891.0475176
"131.95",20674617.8197628
"132",21268290.2844907
"132.05",21070665.8774167
"132.1",21309780.6796295
"132.15",21502099.0494467
"132.2",21851709.1965778
"132.25",21627454.4614153
"132.3",22371877.8016135
"132.35",22295836.0650291
"132.4",23167276.3560387
"132.45",23505024.3096827
"132.5",22665029.7345948
"132.55",22421812.1426128
"132.6",22458065.2456865
"132.65",22479980.7001688
"132.7",22920962.6596805
"132.75",22400285.6092266
"132.8",22704213.5689444
"132.85",23504699.1596042
"132.9",25943670.5109521
"132.95",26736405.4295311
"133",27073011.0094551
"133.05",28381737.1500687
"133.1",30990965.8979841
"133.15",33929804.4967362
"133.2",34602970.1924995
"133.25",38428514.3356964
"133.3",37421072.5653067
"133.35",37378172.2962456
"133.4",42035423.5968735
"133.45",46888744.9860114
"133.5",43160251.0623802
"133.55",42240117.2507007
"133.6",45410347.6192829
"133.65",44173884.0146321
"133.7",45949672.6838019
"133.75",45067933.4645266
"133.8",44721984.2116165
"133.85",47589750.5996773
"133.9",48208784.2655901
"133.95",47290314.6315428
"134",44521561.851495
"134.05",43817699.0716296
"134.1",42843134.3846235
"134.15",45772351.3903599
"134.2",48029170.3519409
"134.25",50221506.8907489
"134.3",52173681.7825505
"134.35",53155582.0965891
"134.4",47418899.5586782
"134.45",47119482.6400155
"134.5",46098887.8952171
"134.55",40109237.0706176
"134.6",36078924.3746269
"134.65",34610323.6835977
"134.7",31225724.3944491
"134.75",29221736.7985007
"134.8",28924680.2634456
"134.85",28971786.0215393
"134.9",26727893.6127651
"134.95",26837179.3098481
"135",26364552.6380608
"135.05",25641680.7819928
"135.1",23852120.3546329
"135.15",22072453.6470588
"135.2",22422167.1503712
"135.25",23047177.0323497
"135.3",24038937.7692195
"135.35",23300549.9983572
"135.4",22882492.1021385
"135.45",22487877.2536872
"135.5",22591218.4176883
"135.55",23783147.9097642
"135.6",23742765.5058359
"135.65",23794421.0859685
"135.7",23964837.2006742
"135.75",24432811.0671506
"135.8",25112176.6387103
"135.85",25251353.5137263
"135.9",24408322.1628011
"135.95",22861102.5487959
"136",22767268.6941314
"136.05",22132381.4557216
"136.1",21856939.0254632
"136.15",22061596.0631597
"136.2",21591704.9390584
"136.25",21954700.9569023
"136.3",21700445.5186849
"136.35",22151736.0761848
"136.4",22509003.4100678
"136.45",22451245.6979925
"136.5",22247501.4367801
"136.55",21773934.2066344
"136.6",21992404.8603606
"136.65",21938517.000369
"136.7",22462839.4838266
"136.75",22132427.2617056
"136.8",22682018.7857208
"136.85",23390130.6568478
"136.9",23621571.7473962
"136.95",23404554.6555567
"137",25189146.0738544
"137.05",25904903.529444
"137.1",26579033.7511442
"137.15",26394840.3663315
"137.2",24465690.4744291
"137.25",24326796.1238887
"137.3",25838434.6109617
"137.35",25773355.8256521
"137.4",25459354.7051257
"137.45",24394513.2101408
"137.5",24365191.0973452
"137.55",24475471.5634309
"137.6",24386645.3021151
"137.65",23406347.345511
"137.7",22352008.9249803
"137.75",21725769.8875201
"137.8",20787564.586459
"137.85",20698990.9005399
"137.9",19104142.5693936
"137.95",18798164.0804708
"138",18057064.9847154
"138.05",17498677.191868
"138.1",17352902.2901789
"138.15",17905706.3641674
"138.2",17932604.7954085
"138.25",17937710.4556421
"138.3",18047204.5993717
"138.35",17890573.0597606
"138.4",18137475.7546648
"138.45",18287528.4789827
"138.5",18696401.1976124
"138.55",18650656.0240856
"138.6",19021638.1906538
"138.65",19196219.5890832
"138.7",19294818.4431235
"138.75",19621900.5049956
"138.8",21693383.9935689
"138.85",21347660.5735484
"138.9",20591349.9858772
"138.95",20388285.9353734
"139",19889229.1571144
"139.05",20754185.522324
"139.1",20268679.639349
"139.15",20025365.7774532
"139.2",19580004.8063129
"139.25",19381077.2943042
"139.3",19590662.0800541
"139.35",19076549.5178877
"139.4",18354525.8077468
"139.45",18190975.1708699
"139.5",18409502.9880351
"139.55",18379890.9268641
"139.6",18726511.5502053
"139.65",19638149.3931497
"139.7",20101254.8833515
"139.75",20657952.880681
"139.8",21603864.0871918
"139.85",22270411.7824622
"139.9",22797812.7518722
"139.95",22673633.3918896
"140",20517819.2098557
"140.05",20540446.1367362
"140.1",20646084.9843854
"140.15",21818431.3418938
"140.2",21565290.0635623
"140.25",21256387.1873692
"140.3",21574753.4507553
"140.35",22590673.7461833
"140.4",22772518.5049868
"140.45",21910148.6811775
"140.5",20451395.1485691
"140.55",19253665.4902359
"140.6",20891156.174366
"140.65",20625509.8109321
"140.7",18555365.1579799
"140.75",19027201.1862344
"140.8",19252976.464658
"140.85",20967708.5872898
"140.9",22535272.1346652
"140.95",22712371.3515307
"141",23703011.7438651
"141.05",23596082.634642
"141.1",23277291.3710269
"141.15",22646141.2470527
"141.2",22923292.6644756
"141.25",22169780.4162129
"141.3",21281270.4781441
"141.35",21334488.8080766
"141.4",20200038.1956548
"141.45",19026656.1809253
"141.5",17907294.1478947
"141.55",17597377.1746048
"141.6",18060598.3914355
"141.65",18598863.4802283
"141.7",18021276.6124304
"141.75",16975711.5936597
"141.8",16541430.2481663
"141.85",15874511.0426375
"141.9",15927051.2780116
"141.95",15747972.9710565
"142",15497036.5161295
"142.05",15675037.9419106
"142.1",15884782.1591944
"142.15",15754662.8670588
"142.2",15808203.2152527
"142.25",15886414.744228
"142.3",16223053.0184326
"142.35",16270943.5084643
"142.4",16442871.3805685
"142.45",16230123.91444
"142.5",16641433.3783283
"142.55",16599842.7377565
"142.6",16962503.9042518
"142.65",15715822.3225582
"142.7",15551048.7347349
"142.75",15036645.0105756
"142.8",15096877.7126978
"142.85",15222321.5477735
"142.9",15570942.4668537
"142.95",15428540.2097422
"143",15199029.778783
"143.05",16019121.4803827
"143.1",16621364.650353
"143.15",17189762.1579016
"143.2",17193723.2605329
"143.25",18029244.0403543
"143.3",18498698.050173
"143.35",19191950.9929418
"143.4",20140617.6813206
"143.45",20539953.2586248
"143.5",20332082.5518756
"143.55",20186125.7106699
"143.6",20244042.4282431
"143.65",21532103.6549279
"143.7",22264486.4730478
"143.75",22698303.4476604
"143.8",21841869.0279846
"143.85",21597792.6669387
"143.9",22975364.9189208
"143.95",22218594.5226553
"144",22035076.7916628
"144.05",22150835.2214143
"144.1",22081436.1029607
"144.15",20924108.6981367
"144.2",20526648.9804279
"144.25",19242814.5452944
"144.3",18412165.0028943
"144.35",17480125.7392224
"144.4",16666726.6413296
"144.45",16705637.4268586
"144.5",16588179.9987297
"144.55",15916474.0194698
"144.6",16078441.9528835
"144.65",15956259.2235642
"144.7",15478714.9650522
"144.75",15425106.3483705
"144.8",15377241.9562428
"144.85",15193845.6042783
"144.9",14893372.4302336
"144.95",15640642.9923117
"145",15639469.5319747
"145.05",14997712.9414097
"145.1",14044366.7888082
"145.15",13570644.931757
"145.2",13604568.1688073
"145.25",13732272.9965391
"145.3",14212264.7604903
"145.35",14263273.3179188
"145.4",14186205.1728619
"145.45",14164869.1596064
"145.5",14365307.2978506
"145.55",13987165.3011016
"145.6",14206109.4313429
"145.65",14285505.229991
"145.7",14294417.7152223
"145.75",14367832.928512
"145.8",14280114.1474801
"145.85",14542216.4798622
"145.9",14215849.2839212
"145.95",14096791.73368
"146",14063906.3322775
"146.05",13844247.8145571
"146.1",13746438.4090053
"146.15",13530829.548004
"146.2",13750215.3929163
"146.25",13311052.697793
"146.3",13783017.2797083
"146.35",13332766.139073
"146.4",13814385.655651
"146.45",13415863.837454
"146.5",13298916.6158123
"146.55",13495194.3280237
"146.6",13274599.7317507
"146.65",13625335.9695099
"146.7",13655666.3641347
"146.75",13486392.3547709
"146.8",13864777.4350745
"146.85",13503085.3184047
"146.9",13835829.1221392
"146.95",13896312.7154161
"147",13922615.7478932
"147.05",13898500.8721511
"147.1",13694463.3841878
"147.15",13694723.4982
"147.2",13361688.6882672
"147.25",13424657.9474396
"147.3",13720469.9043562
"147.35",13105411.9213235
"147.4",13150624.9627096
"147.45",13661754.2837002
"147.5",13557655.5736415
"147.55",13672483.1977663
"147.6",13179538.2822079
"147.65",13003730.7650922
"147.7",13011251.713972
"147.75",13219784.4587865
"147.8",12755926.9082956
"147.85",12818398.2112044
"147.9",13014277.8168654
"147.95",12740733.2525794
"148",12429525.2190977
"148.05",12343281.4342877
"148.1",11948153.1670351
"148.15",12213160.41805
"148.2",12005607.531461
"148.25",11585881.7393691
"148.3",11775186.584738
"148.35",11607600.9519829
"148.4",11524959.8742134
"148.45",11692860.2609857
"148.5",11607377.5514581
"148.55",11236093.7598551
"148.6",11454317.8449566
"148.65",11416289.9955268
"148.7",11488440.5010054
"148.75",11580761.4033537
"148.8",11438068.4621254
"148.85",11591491.5522842
"148.9",11333410.9894602
"148.95",11693242.2406107
"149",11600974.5510128
"149.05",11658596.5126511
"149.1",12191655.0750625
"149.15",11990608.4760279
"149.2",11934944.5264429
"149.25",11627846.3723086
"149.3",11725504.303038
"149.35",11424571.1235978
"149.4",11600392.3540943
"149.45",11498210.1550811
"149.5",11934886.604298
"149.55",11932504.4115611
"149.6",12285347.7041995
"149.65",12197187.9583308
"149.7",12455335.1321881
"149.75",12132588.7251528
"149.8",11882497.5014949
"149.85",12072339.5519008
"149.9",12374328.9326217
"149.95",12234753.1528173
"150",12210727.0338202
"150.05",12106789.4827827
"150.1",11871383.8709681
"150.15",11873159.8643733
"150.2",11701711.5814361
"150.25",11594770.0646013
"150.3",11466090.3834821
"150.35",11671474.8455533
"150.4",11804137.0121388
"150.45",11869312.1049153
"150.5",12138987.6440108
"150.55",12020991.3720705
"150.6",12021087.7843303
"150.65",12145983.1764897
"150.7",11809859.3186924
"150.75",12103777.0587371
"150.8",11955239.5036124
"150.85",11853750.9542107
"150.9",12268347.0326101
"150.95",12940265.4545992
"151",14445177.524915
"151.05",15019887.0169485
"151.1",15112882.6814424
"151.15",15229539.5555138
"151.2",15508637.5174398
"151.25",15186067.149992
"151.3",14711909.3397903
"151.35",14752053.3240248
"151.4",14780848.3102648
"151.45",15099322.7309107
"151.5",14633136.9169458
"151.55",14008828.9189813
"151.6",13762691.6409354
"151.65",13088623.1725591
"151.7",12618953.2068922
"151.75",13014177.4094397
"151.8",13089522.4086772
"151.85",12586991.8800406
"151.9",12648975.1038239
"151.95",12408303.4222223
"152",12491881.2032718
"152.05",12012455.158239
"152.1",12075855.6174149
"152.15",11909928.5638127
"152.2",11159755.4255788
"152.25",11268600.5313197
"152.3",11312435.4505341
"152.35",10994651.9000039
"152.4",11324565.0889157
"152.45",10963932.9439026
"152.5",11193218.5623282
"152.55",11142489.3665454
"152.6",11148499.6279347
"152.65",11069514.0536669
"152.7",10968733.6625129
"152.75",10890631.2043851
"152.8",11224987.5018655
"152.85",11273069.9582724
"152.9",11244141.8476446
"152.95",10960176.457857
"153",11317250.2168419
"153.05",11204642.1746619
"153.1",11200390.8571933
"153.15",11580448.5602758
"153.2",11911142.6219926
"153.25",11695479.4772459
"153.3",11781681.1472376
"153.35",11544953.7701866
"153.4",12057800.9772404
"153.45",11748677.0577215
"153.5",11931637.122929
"153.55",11828865.0387493
"153.6",11656735.7321178
"153.65",11675766.9198307
"153.7",11469951.9657901
"153.75",11558989.9032493
"153.8",11521647.6784632
"153.85",11650996.6117833
"153.9",11509409.2288683
"153.95",11672124.622296
"154",11440803.2278568
"154.05",11901042.8481441
"154.1",12208242.964305
"154.15",12324602.5168455
"154.2",12194736.356849
"154.25",12295290.801523
"154.3",12645117.7019664
"154.35",12388428.2289167
"154.4",12522802.3779492
"154.45",13181739.7529823
"154.5",13564198.1992721
"154.55",14841580.4083616
"154.6",14915374.1076496
"154.65",15332127.9296828
"154.7",15194795.5812271
"154.75",15198416.6818978
"154.8",14444489.0813957
"154.85",14528138.0610118
"154.9",14433112.9027459
"154.95",14230627.7169934
"155",14574084.3399244
"155.05",14595248.8700177
"155.1",13652341.7460217
"155.15",13359030.0442594
"155.2",13293537.3977785
"155.25",13187208.8891217
"155.3",12417325.8222617
"155.35",12208626.1647078
"155.4",11821603.1851959
"155.45",11730723.3127013
"155.5",12091826.2119663
"155.55",12301335.5628855
"155.6",12007855.1872126
"155.65",12198976.9534226
"155.7",11828272.3735856
"155.75",11632472.2107905
"155.8",11471645.653873
"155.85",11421185.4060159
"155.9",11528563.9217086
"155.95",11328837.3173602
"156",11278368.9890327
"156.05",11465743.630669
"156.1",11536724.1520161
"156.15",11299666.6091805
"156.2",11352137.6793123
"156.25",11400770.5997846
"156.3",11697672.4214364
"156.35",11350236.1354777
"156.4",11691929.9958634
"156.45",11461634.8348613
"156.5",11595929.1066892
"156.55",11467127.266385
"156.6",11806773.6384242
"156.65",12162651.1832632
"156.7",13153514.7711826
"156.75",14213319.4644393
"156.8",15279616.4917352
"156.85",14828249.5766136
"156.9",14563015.4325438
"156.95",14940347.2758205
"157",13990545.3970801
"157.05",13662406.8965598
"157.1",13923575.8049373
"157.15",14723084.3649131
"157.2",14494769.5609037
"157.25",14939596.3284674
"157.3",14442605.7152055
"157.35",13771468.0109208
"157.4",13628388.8574555
"157.45",13475269.1046469
"157.5",12627513.7545313
"157.55",12590570.2385562
"157.6",12441852.1695123
"157.65",12161410.1909408
"157.7",12683807.4822145
"157.75",12518354.0527288
"157.8",12388306.8266528
"157.85",12225837.6087692
"157.9",12183501.1912841
"157.95",12484524.3137419
"158",12488515.7330265
"158.05",12536701.3622947
"158.1",12404415.0647461
"158.15",12572408.437107
"158.2",12633989.9667326
"158.25",12554724.0276271
"158.3",12905934.8196086
"158.35",13029596.421323
"158.4",13154509.4033925
"158.45",12857395.7464919
"158.5",12927297.1317034
"158.55",13616841.3234107
"158.6",13418159.6969162
"158.65",13456933.3693469
"158.7",13558568.2761113
"158.75",13448385.4280203
"158.8",12853269.5341416
"158.85",12550411.6241215
"158.9",12297592.900874
"158.95",12268853.7521647
"159",12295606.1590234
"159.05",12440380.0676747
"159.1",12695646.0373038
"159.15",12368612.8624004
"159.2",12560262.2738695
"159.25",12141634.3862889
"159.3",12571409.8136591
"159.35",12335939.5582229
"159.4",12076062.4835117
"159.45",12291292.1189542
"159.5",11831425.4435953
"159.55",12225138.8293547
"159.6",11830919.0236752
"159.65",12122780.526557
"159.7",12364897.6805712
"159.75",12552512.1467129
"159.8",12579479.784978
"159.85",13193979.4312531
"159.9",13170410.7294748
"159.95",13065772.6351564
"160",12979329.6675845
"160.05",12722450.6123197
"160.1",12319617.1001211
"160.15",12866118.6042301
"160.2",12819665.5042661
"160.25",13400318.8950111
"160.3",12770141.3379371
"160.35",12403281.7239216
"160.4",12132212.2045773
"160.45",12518721.7880841
"160.5",13348209.6515764
"160.55",13221646.09152
"160.6",13097358.2145305
"160.65",12694920.3677539
"160.7",13024705.3683589
"160.75",13573301.7246202
"160.8",14434104.3451276
"160.85",17684676.438215
"160.9",20040501.2488479
"160.95",26281424.6316931
"161",42040973.6483722
"161.05",62342036.9376397
"161.1",105835966.977261
"161.15",165179472.205719
"161.2",232014845.799694
"161.25",333996004.131892
"161.3",445376992.688148
"161.35",568198113.559842
"161.4",696630409.506697
"161.45",867579897.085364
"161.5",956660880.702824
"161.55",1136564779.42535
"161.6",1308858840.32696
"161.65",1474155212.33487
"161.7",1529711112.45045
"161.75",1702056028.10988
"161.8",1884434331.93023
"161.85",1833566244.79383
"161.9",2032896655.7413
"161.95",2233848605.01224
"162",2379765891.90248
"162.05",2627082679.35357
"162.1",2810478334.95007
"162.15",2983118700.71268
"162.2",3258811798.55634
"162.25",3407415874.19794
"162.3",3635609721.21246
"162.35",3414588735.56454
"162.4",2796309589.5763
"162.45",3120941492.58295
"162.5",3325924761.0822
"162.55",3529283793.47728
"162.6",3771170835.9037
"162.65",3975130021.98539
"162.7",4314999592.65919
"162.75",4492385204.65554
"162.8",3984963643.22161
"162.85",3065148248.30838
"162.9",2999779808.65918
"162.95",1349719716.81864
"163",964324563.893395
"163.05",550147364.198965
"163.1",575520171.138314
"163.15",643091344.566646
"163.2",742519917.314411
"163.25",933983610.041635
"163.3",1081023258.80379
"163.35",568011795.827086
"163.4",449092827.340091
"163.45",268334436.944843
"163.5",137243949.936067
"163.55",109835236.847027
"163.6",99143362.3868864
"163.65",84767788.0074271
"163.7",80786357.3670602
"163.75",75894355.7177801
"163.8",69023751.9831422
"163.85",63159100.2726708
"163.9",59306417.1927277
"163.95",55094747.3823489
"164",57125863.5145493
"164.05",54293225.9999158
"164.1",50686524.9406895
"164.15",51221949.4008004
"164.2",47242609.0378702
"164.25",45301818.2793474
"164.3",43268123.6159378
"164.35",42499437.9718067
"164.4",41140178.6789035
"164.45",41927434.8183392
"164.5",41326815.1599712
"164.55",39646251.1294179
"164.6",38621311.4405603
"164.65",38508877.5163462
"164.7",38116495.9937974
"164.75",35855075.7090621
"164.8",36020713.10077
"164.85",34441811.2733652
"164.9",33970716.0379212
"164.95",32545852.1312194
"165",31060883.7468214
"165.05",31748372.7489058
"165.1",30494102.0155296
"165.15",30250668.7745643
"165.2",30149645.7404377
"165.25",31303971.0393072
"165.3",29621982.3026921
"165.35",29550556.6635066
"165.4",28309933.099494
"165.45",27619133.1084481
"165.5",27791582.2915685
"165.55",27204687.0878144
"165.6",28072830.8942098
"165.65",26806843.8920838
"165.7",26896251.5401519
"165.75",26782715.8126121
"165.8",27302128.0575418
"165.85",26684256.0016428
"165.9",27937215.6668383
"165.95",27783860.8839508
"166",27935543.6940851
"166.05",28648286.8884065
"166.1",28478535.7768871
"166.15",29696013.5293132
"166.2",29421660.7089485
"166.25",33689449.2092982
"166.3",32490865.6033331
"166.35",29661413.996046
"166.4",29090250.3968523
"166.45",31636376.5089815
"166.5",34383407.9355606
"166.55",30289581.784417
"166.6",29088466.9637742
"166.65",31033532.1589636
"166.7",32746201.2107893
"166.75",34289966.5908708
"166.8",31765427.6015025
"166.85",30152388.2502381
"166.9",29142308.5530045
"166.95",27159642.172517
"167",26103845.2436869
"167.05",25246396.1049666
"167.1",24948437.4625071
"167.15",24703250.1150913
"167.2",24817635.9950141
"167.25",25312042.3105126
"167.3",24487479.7293985
"167.35",24909747.3876907
"167.4",24642477.4487847
"167.45",24237646.675042
"167.5",24423005.5189101
"167.55",24404568.409316
"167.6",24151947.8679089
"167.65",24785955.8084254
"167.7",24104854.9061524
"167.75",24143569.9404315
"167.8",23798839.4262166
"167.85",23866995.4652037
"167.9",24741428.462762
"167.95",25138122.3255984
"168",24308537.7962615
"168.05",24557388.493189
"168.1",25072992.8257693
"168.15",24930788.7755018
"168.2",24946872.1473201
"168.25",25404960.8388885
"168.3",25125152.490851
"168.35",24997734.6208561
"168.4",24729894.896895
"168.45",24440525.3104197
"168.5",24292320.2005577
"168.55",24244746.5433924
"168.6",23304371.8404607
"168.65",23472069.0983871
"168.7",22649167.0965821
"168.75",21960045.4712758
"168.8",21861807.6449156
"168.85",22496542.5633443
"168.9",22110999.4165405
"168.95",22549013.3049328
"169",22282323.8304656
"169.05",22187591.0655264
"169.1",21751902.3898298
"169.15",22160791.3051911
"169.2",23149707.964972
"169.25",23861114.9703463
"169.3",27110453.0587865
"169.35",26751485.7718479
"169.4",26707972.2149791
"169.45",26207808.2760778
"169.5",27413028.169691
"169.55",28889019.4686722
"169.6",29492580.2113586
"169.65",28226424.9852128
"169.7",27789021.8296393
"169.75",28236844.0074021
"169.8",29278481.7041859
